Madagascar,France,1973,?,1,,BATRAM,landing ship,1,,1974,New,Aid; assembled/produced in Madagascar; Malagas designation Toky,15,15,15
Madagascar,France,1960,?,1,,Bell-47/OH-13,light helicopter,1,,1961,Second hand,Second-hand; Bell-47G version,0.1,0.1,0.1
Madagascar,France,1965,?,4,?,MH-1521 Broussard,light aircraft,4,?,1967,Second hand,Second-hand,0.15,0.61,0.61
Madagascar,France,1963,?,5,?,MH-1521 Broussard,light aircraft,5,?,1965,Second hand,Second-hand,0.15,0.76,0.76
Madagascar,France,1960,?,2,,MH-1521 Broussard,light aircraft,2,,1961,Second hand,Second-hand; aid,0.15,0.3,0.3
Madagascar,France,1960,?,2,,C-47 Skytrain,transport aircraft,2,,1961,Second hand,Second-hand; aid,1,2,2
Madagascar,France,1965,?,4,?,C-47 Skytrain,transport aircraft,4,?,1965,Second hand,Second-hand,1,4,4
Madagascar,France,1975,?,6,,Cessna-172,trainer/light aircraft,6,,1975,New,Cessna-172M version,0.1,0.6,0.6
Madagascar,France,1973,?,3,?,Cessna-337/O-2,light aircraft,3,?,1974,New,Cessna-337E version,0.35,1.05,1.05
Madagascar,France,1996,,1,,Chamois,cargo craft,1,,1996,Second hand,Second-hand; mainly for use as patrol craft,4,4,4
Madagascar,France,1985,?,1,,EDIC,landing craft,1,,1985,Second hand,Second-hand; Madagascan designation Aina Vao Vao,5.6,5.6,5.6
Madagascar,France,1961,?,1,,Flamant,light transport aircraft,1,,1963,Second hand,Second-hand; aid; MD-312 version,0.32,0.32,0.32
Madagascar,France,1962,?,1,,Flamant,light transport aircraft,1,,1964,Second hand,Second-hand; aid,0.32,0.32,0.32
Madagascar,France,1965,?,5,?,M-101A1 105mm,towed gun,5,?,1965,Second hand,Second-hand,0.18,0.9,0.9
Madagascar,France,1961,?,15,?,M-8 Greyhound,armoured car,15,?,1963,Second hand,Second-hand,0.08,1.14,1.14
Madagascar,France,1966,?,1,,P-48,patrol craft,1,,1967,New,Madagascan designation Malaika,11,11,11
Madagascar,France,1960,?,1,,SA-313B Alouette-2,light helicopter,1,,1961,New,,0.7,0.7,0.7
Madagascar,France,1968,,1,,SA-316B Alouette-3,light helicopter,1,,1969,New,,0.9,0.9,0.9
Madagascar,France,1965,?,2,,SA-316B Alouette-3,light helicopter,2,?,1965,New,,0.9,1.8,1.8
Madagascar,France,1973,?,16,?,SS-12M,anti-ship missile,16,?,1974,New,For Batram (EDIC/EDA or Toky) landing craft,0.02,0.32,0.32
Madagascar,North Korea,1975,?,4,,MiG-17,fighter aircraft,4,,1975,Second hand,Second-hand; aid; flown by North Korean pilots,1.4,5.6,5.6
Madagascar,North Korea,1978,?,4,,Nampo,landing craft,4,?,1979,New,,5.1,20.4,20.4
Madagascar,Russia,1996,?,4,?,MiG-21MF,fighter aircraft,4,?,1996,Second hand,Second-hand;; incl 2 MiG-21UM version,4.28,17.12,17.12
Madagascar,South Africa,2018,?,3,,AS-350/AS-550 Fennec,light helicopter,3,?,2018,Second hand,Second-hand; AS-350B2 version,0.36,1.08,1.08
Madagascar,UAE,2019,?,6,?,Panthera T4,APV,6,?,2020,New,,0.14,0.84,0.84
Madagascar,United Kingdom,1974,?,1,,BN-2 Islander,light transport aircraft,1,,1974,New,Probably armed BN-2A-21 Defender version,0.6,0.6,0.6
Madagascar,United Kingdom,1968,?,10,?,Ferret,APV,10,?,1968,New,,0.12,1.2,1.2
Madagascar,United States,1970,?,1,,Cessna-170,light aircraft,1,,1971,New,,0.1,0.1,0.1
Madagascar,United States,1972,?,1,,PA-23 Aztec,light aircraft,1,,1972,New,,0.35,0.35,0.35
Madagascar,Soviet Union,1978,?,5,?,An-26,transport aircraft,5,?,1980,New,,8.5,42.5,42.5
Madagascar,Soviet Union,1983,?,25,?,BRDM-2,reconnaissance AV,25,?,1983,Second hand,Probably second-hand,0.06,1.5,1.5
Madagascar,Soviet Union,1985,?,10,?,BRDM-2,reconnaissance AV,10,?,1985,Second hand,Probably second-hand,0.06,0.6,0.6
Madagascar,Soviet Union,1983,?,12,?,D-30 122mm,towed gun,12,?,1983,Second hand,Probably second-hand,0.14,1.68,1.68
Madagascar,Soviet Union,1978,?,2,?,Mi-8T,transport helicopter,2,?,1979,New,No. could be 6,6,12,12
Madagascar,Soviet Union,1978,,8,,MiG-21PF,fighter aircraft,8,?,1979,Second hand,Second-hand; MiG-21FL version; operated by North Koreans,3.9,31.2,31.2
Madagascar,Soviet Union,1983,?,12,?,PT-76,light tank,12,?,1983,Second hand,Second-hand,0.36,4.32,4.32
Madagascar,unknown supplier(s),2018,?,5,,Cessna-U206,light aircraft,5,,2019,Second hand,Second-hand,0.1,0.5,0.5
Madagascar,unknown supplier(s),1981,?,8,?,PM-43 120mm,mortar,8,?,1981,Second hand,Probably second-hand,0.1,0.8,0.8
Malaysia,Austria,2018,?,2,?,Camcopter S-100,UAV,2,?,2018,New,,0.2,0.4,0.4
Malaysia,Australia,2000,?,3,,Eagle-ARV,light aircraft/UAV,3,,2001,New,For 1 Eagle-ARV UAV system,0.23,0.69,0.69
Malaysia,Australia,1969,,10,,F-86 Sabre,fighter aircraft,10,,1969,Second hand but modernized,Second-hand but modernized before delivery; aid; CAC-27/Sabre Mk-32 version,2.31,23.1,23.1
Malaysia,Australia,1970,?,6,,F-86 Sabre,fighter aircraft,6,,1971,Second hand but modernized,Second-hand but modernized before delivery; aid; CAC-27/Sabre Mk-32 version,2.31,13.86,13.86
Malaysia,Belgium,1981,,24,,SIBMAS,APC,24,?,1984; 1985,New,Part of $84 m deal,0.25,6,6
Malaysia,Belgium,1981,,162,,SIBMAS AFSV-90,IFV,162,?,1983; 1984,New,Part of $84 m deal,0.85,137.7,137.7
Malaysia,Brazil,2001,,18,,ASTROS-2,self-propelled MRL,18,?,2002,New,$197 m deal,0.95,17.1,17.1
Malaysia,Brazil,2007,,18,,ASTROS-2,self-propelled MRL,18,,2010,New,$300 m deal,0.95,17.1,17.1
Malaysia,Brazil,2000,?,10,?,AV-VBL,APC,10,?,2002,New,,0.25,2.5,2.5
Malaysia,Brunei,2014,?,4,,S-70 Black Hawk,transport helicopter,4,,2016,Second hand,Second-hand,2.9,11.6,11.6
Malaysia,Canada,2023,,4,,aircraft engine,aircraft engine,0,,,New,Pratt & Whitney Canada PW-127F (2620hp) turboprop for 2 ATR-72 MP aircraft from Italy,0.75,3,0
Malaysia,Canada,2000,?,9,,aircraft engine,aircraft engine,9,?,2001,New,Pratt & Whitney Canada PT-6A-25C (750hp) turboprop; for 9 PC-7 Mk-2 trainer aircraft from Switzerland,0.35,3.15,3.15
Malaysia,Canada,2006,,10,,aircraft engine,aircraft engine,10,,2007,New,Pratt & Whitney Canada PT-6A-25C (750hp) turboprop; for 10 PC-7 Mk-2 trainer aircraft from Switzerland,0.35,3.5,3.5
Malaysia,Canada,1981,,44,?,aircraft engine,aircraft engine,44,?,1982; 1983; 1984,New,Pratt & Whitney Canada PT-6A-25A (750hp) turboprop; for 44 PC-7 trainer aircraft from Switzerland,0.35,15.4,15.4
Malaysia,Canada,2013,?,5,?,aircraft engine,aircraft engine,5,,2016,New,Pratt & Whitney Canada PT-6A-25 (750hp) turboprop; for 5 PC-7 trainer aircraft from Switzerland,0.35,1.75,1.75
Malaysia,Canada,1966,,20,,CL-41G Tutor,trainer/combat aircraft,20,?,1967; 1968; 1969,New,Incl for combat role; Malaysian designation Tebuan,2.15,43,43
Malaysia,Canada,1965,,4,,DHC-4 Caribou,transport aircraft,4,,1966,New,Aid,3.75,15,15
Malaysia,Canada,1968,,16,?,DHC-4 Caribou,transport aircraft,16,?,1969; 1970; 1972,New,,3.75,60,60
Malaysia,China,2008,,64,,FN-6,portable SAM,64,?,2009,New,,0.08,5.12,5.12
Malaysia,China,2017,,4,,LMS-68,OPV,4,,2019; 2021; 2022,New,MYR1 b deal ($256 m; originally ordered for MYR1.2 b incl production under licence in Malaysia but changed to all produced in China); Malaysian designation Keris,27.5,110,110
Malaysia,Denmark,2016,,2,,Scanter-6000,air/sea search radar,2,?,2017; 2018,New,For modernization of 2 Lekiu frigates,4.75,9.5,9.5
Malaysia,France,2010,,8,,2R2M 120mm,mortar,8,?,2010,New,MYR60 m ($19 m) deal; for 8 ACV-S mortar carriers from Turkey,0.3,2.4,2.4
Malaysia,France,2011,?,8,,2R2M 120mm,mortar,8,?,2018; 2019,New,For 8 Pars (AV-8) mortar carriers from Turkey,0.3,2.4,2.4
Malaysia,France,1971,,140,?,AML,armoured car,140,?,1973; 1974,New,AML-60 and AML-90 version,0.7,98,98
Malaysia,France,2001,,6,,AS-555SN Fennec,ASW helicopter,6,?,2003; 2004,New,MYR90 m ($38 m deal); incl for training,1,6,6
Malaysia,France,1970,,4,,Combattante-2,FAC,4,,1972; 1973,New,Combattante-2D version; Malaysian designation Perdana; option on 4 more not used,47.7,190.8,190.8
Malaysia,France,1981,?,2,,Compact 100mm,naval gun,2,,1984,New,For 2 FS-1500 (Kasturi) frigates from FRG,5.25,10.5,10.5
Malaysia,France,1983,?,2,,Compact 100mm,naval gun,2,,1985; 1986,New,For 2 Musytari OPV from South Korea,5.25,10.5,10.5
Malaysia,France,2004,,8,?,Damocles,aircraft EO system,8,?,2007; 2008; 2009,New,Part of EUR150m deal for avionics for Su-30MKM combat aircraft from Russia,1,8,8
Malaysia,France,2015,,3,,EC-120 Colibri,light helicopter,3,?,2016,New,For training; EC-120B version,0.7,2.1,2.1
Malaysia,France,1995,,200,?,Eryx,anti-tank missile,200,?,1996; 1997,New,Incl for use with Malaysian UN forces in Bosnia (UNPROFOR),0.01,2,2
Malaysia,France,2000,,74,?,Eryx,anti-tank missile,74,?,2000,New,,0.01,0.74,0.74
Malaysia,France,1976,,30,?,MM-38 Exocet,anti-ship missile,30,?,1979,New,For Handalan FAC,0.75,22.5,22.5
Malaysia,France,1981,?,15,?,MM-38 Exocet,anti-ship missile,15,?,1984,New,For FS-1500 (Kasturi) frigates,0.75,11.25,11.25
Malaysia,France,1970,,15,?,MM-38 Exocet,anti-ship missile,15,?,1972; 1973,New,For Combattante-2 (Perdana) FAC,0.75,11.25,11.25
Malaysia,France,1993,,20,?,MM-40 Exocet,anti-ship missile,20,?,1996; 1998,New,MM-40 Block-2 version; for Lekiu frigates,0.9,18,18
Malaysia,France,2002,?,30,?,MM-40 Exocet,anti-ship missile,30,?,2003; 2004; 2005,New,MM-40 Block-2 version; for 2 FS-1500 (Kasturi) frigates,0.9,27,27
Malaysia,France,2014,,6,,Gowind-2500,frigate,0,,,New,MYR10.5 b ($2.4 b)'LCS' programme; produced under licence in Malaysia as 'Second Generation Patrol Vessel'; Malaysian designation Maharaja Lela; delivery planned from 2026 (delayed from 2019-2023),0,0,0
Malaysia,France,2015,,1,?,Ground Master-200,air search radar,1,?,2016,New,For use with Forcefield SAM system,10,10,10
Malaysia,France,2008,,1,,Ground Master-400,air search radar,1,,2013,New,,13,13,13
Malaysia,France,2010,,12,,H725 Caracal,transport helicopter,12,?,2012; 2013; 2014,New,MYR1.6 b ($500 m) deal; for SAR/CSAR,8,96,96
Malaysia,France,2018,,18,,LG1 105mm,towed gun,18,,2020; 2021,New,LG-1 Mk-3 version; assembled from kits in Malaysia,0.6,10.8,10.8
Malaysia,France,1971,?,44,?,M-3 VTT,APC,44,?,1974,New,No. could be 37,0.16,7.04,7.04
Malaysia,France,2015,?,150,?,MICA,BVRAAM,0,,,New,For Gowind-2500 (SGVP-LCS) frigates; selected 2015 but probably not yet ordered by end-2023,0.4,60,0
Malaysia,France,2001,?,2,,Ocean Master,MP aircraft radar,2,?,2003,New,For modernization of 2 King Air B-200T MP aircraft,2.5,5,5
Malaysia,France,1968,,5,,SA-316B Alouette-3,light helicopter,5,,1969,New,,0.9,4.5,4.5
Malaysia,France,1965,?,8,,SA-316B Alouette-3,light helicopter,8,,1966,New,,0.9,7.2,7.2
Malaysia,France,1963,,13,?,SA-316B Alouette-3,light helicopter,13,?,1963; 1964,New,,0.9,11.7,11.7
Malaysia,France,2002,,1,,Scorpene,submarine,1,,2009,New,Part of EUR1.2 b deal (incl 1 more from Spain; incl over 50% barter); Malaysian designation Abdul Rahman,299.52,299.52,299.52
Malaysia,France,2002,,40,,SM-39 Exocet,anti-ship missile,40,?,2008; 2009; 2010; 2011,New,SM-39 Block-2 version: for Scorpene submarines,0.75,30,30
Malaysia,France,1992,?,2,,TSM-2633 Spherion,ASW sonar,2,,1999,New,For 2 Lekiu frigates from UK,7.5,15,15
Malaysia,France,1979,,100,?,SS-11,anti-tank missile,100,?,1979,New,,0.01,1,1
Malaysia,France,1971,?,64,?,SS-12M,anti-ship missile,64,?,1972,New,For modernized Soloven (Perkasa) FAC,0.02,1.28,1.28
Malaysia,Germany,1995,,2,,ASO-84,ASW sonar,2,,1997,New,For 2 Assad (Laksamana) corvettes from Italy; ASO-84-41 version,5,10,10
Malaysia,Germany,1997,,2,,ASO-84,ASW sonar,2,,1999,New,For 2 Assad (Laksamana) corvettes from Italy; ASO-84-41 version,5,10,10
Malaysia,Germany,1981,,459,,Condor,APC,459,?,1982; 1983; 1984,New,Incl IFV (with 20mm gun); command post; ambulance and ARV version,0.22,100.98,100.98
Malaysia,Germany,2009,?,2,,DSQS-24,ASW sonar,2,,2013; 2014,New,,6,12,12
Malaysia,Germany,1973,,6,,FPB-45,patrol craft,6,,1976; 1977,New,Produced under licence in Malaysia; Malaysian designation Jerong,22.5,135,135
Malaysia,Germany,1981,,2,,FS-1500,frigate,2,,1984,New,Malaysian designation Kasturi,140,280,280
Malaysia,Germany,1999,,6,,MEKO-A100,OPV,6,,2006; 2009; 2010,New,MYR6.8 b ($2 b) 'New Generation Patrol Vessel' (NGPV) programme (offsets incl production of at least 30% of components and assembly of 4 in Malaysia; original MYR5.4 b cost increased with MYR1.4 b and delivery delayed due to problems of producer),42.75,256.5,256.5
Malaysia,Germany,1970,,16,,ship engine,ship engine,16,,1972; 1973,New,MB-870 (3500hp) diesel engine; or 4 Combattante-2 (Perdana) FAC from France,1.2,19.2,19.2
Malaysia,Germany,1976,?,12,,ship engine,ship engine,12,,1979,New,MTU 16V-538 TB-91 (3060hp) diesel engine for 4 Handalan FAC from Sweden,1.2,14.4,14.4
Malaysia,Germany,1995,,8,,ship engine,ship engine,8,,1997,New,MTU-20V-956 TB92 (5030hp) diesel engine; for 2 Assad (Laksamana) corvettes from Italy,1.5,12,12
Malaysia,Germany,1997,,8,,ship engine,ship engine,8,,1999,New,MTU-20V-956 TB-91 (5030hp) diesel engine; for 2 Assad (Laksamana) corvettes from Italy,1.5,12,12
Malaysia,Germany,2002,,8,,ship engine,ship engine,8,,2009,New,MAN 750hp diesel engine; for 2 Scorpene submarines from France and Spain,0.12,0.96,0.96
Malaysia,Germany,1992,,8,,ship engine,ship engine,8,,1999,New,MTU 20V1163 (8325hp) diesel engine for 2 Lekiu frigates from UK,2.5,20,20
Malaysia,Germany,2014,?,24,,ship engine,ship engine,0,,,New,MTU 20V-1163 (9925hp) diesel engine for 6 Gowind-2500 (SGPV) frigates from France,3,72,0
Malaysia,Germany,1979,,1,,Sri Indera Sakti,support ship,1,,1980,New,,40.5,40.5,40.5
Malaysia,Germany,1981,,1,,Sri Indera Sakti,support ship,1,,1983,New,From South Korean production line,40.5,40.5,40.5
Malaysia,Germany,2005,,16,?,TP400-D6,turboprop,16,?,2015; 2016; 2017,New,For 4 A400M transport aircraft from Spain,3,48,48
Malaysia,Germany,2005,,2,,TRML-3D,air search radar,2,?,2008,New,EUR18-20 m deal,10,20,20
Malaysia,Germany,1981,,186,,vehicle engine,vehicle engine,186,?,1983; 1984; 1985,New,D-2566MK (320hp) diesel engine; for 186 SIBMAS APC/IFV from Belgium,0.05,9.3,9.3
Malaysia,Germany,2000,,5,,vehicle engine,vehicle engine,5,?,2001,New,D-2848 (350hp) diesel engine; for modernization of 5 K-200 KIFV APC to K-200A1 version; from South Korean production line,0.05,0.25,0.25
Malaysia,Germany,2004,,32,,vehicle engine,vehicle engine,32,?,2004; 2005,New,D-2848 (350hp) diesel engine; part of $10 m deal for modernization of 32 K-200 KIFV APC to K-200A1; from South Korean production line,0.05,1.6,1.6
Malaysia,Germany,1993,,111,,vehicle engine,vehicle engine,111,?,1993; 1995,New,D-2848 (350hp) diesel engine; for 111 K-200 KIFV APC from South Korea; from South Korea production line,0.05,5.55,5.55
Malaysia,Germany,2010,,257,?,vehicle engine,vehicle engine,257,?,2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021,New,BFM-2015 (523hp) diesel engine; for 257 Pars APC and IFV from Turkey,0.08,20.56,20.56
Malaysia,Indonesia,1995,,6,,CN-235,transport aircraft,6,,1999,New,$101 m deal (RM500 m barter/offsets incl 20 MD-3-160 trainer aircraft and 500 cars to Indonesia); delivery delayed from 1997 to 1999; CN-235-220 version; option on 12 more not used,9,54,54
Malaysia,Indonesia,2002,,2,,CN-235,transport aircraft,2,?,2005; 2006,New,$34 m deal; possibly second-hand; CN-235-100 version; incl for VIP transport,9,18,18
Malaysia,Italy,2003,,11,,A-109K,light helicopter,11,?,2005; 2006,New,$70-75 m deal (offsets incl assembly of some in Malaysia and technology transfers); A-109LOH version armed with 20mm gun and/or rockets,2.75,30.25,30.25
Malaysia,Italy,1992,?,75,?,A244,ASW torpedo,75,?,1997; 1998; 1999,New,For Lekiu frigates and Assad (Laksamana) corvettes,0.25,18.75,18.75
Malaysia,Italy,1995,,20,?,Aspide,BVRAAM/SAM,20,?,1997,New,For Assad corvettes,0.18,3.6,3.6
Malaysia,Italy,1997,?,20,?,Aspide,BVRAAM/SAM,20,?,1999,New,For Assad corvettes,0.18,3.6,3.6
Malaysia,Italy,1995,,2,,Assad,corvette,2,,1997,New,Part of $253 m deal; originally built for Iraq but embargoed; Malaysian designation Laksamana,74,148,148
Malaysia,Italy,1997,,2,,Assad,corvette,2,,1999,New,Paqt of $253 m deal; originally built for Iraq but embargoed; Malaysian designation Laksamana,74,148,148
Malaysia,Italy,2023,,2,,ATR-72MP,ASW aircraft,0,,,New,Option on 4 more,28,56,0
Malaysia,Italy,2020,,3,,AW139,helicopter,3,?,2022,New,AW139HOM version,6,18,18
Malaysia,Italy,2002,,30,?,Black Shark,anti-ship/ASW torpedo,30,?,2009,New,For Scorpene submarines,1.6,48,48
Malaysia,Italy,1981,,4,,Lerici,MCM ship,4,,1985,New,Malaysian designation Mahamiru,55,220,220
Malaysia,Italy,1982,,12,,MB-339A,trainer/combat aircraft,12,?,1983; 1984,New,MB-339AM version; option on 14 more not used,5.1,61.2,61.2
Malaysia,Italy,1985,?,1,,MB-339A,trainer/combat aircraft,1,,1985,New,MB-339AM version,5.1,5.1,5.1
Malaysia,Italy,2006,,8,,MB-339C,trainer/combat aircraft,8,,2009,New,EUR89 m deal; MB-339CM version,5.6,44.8,44.8
Malaysia,Italy,1969,?,100,?,Model-56 105mm,towed gun,100,?,1970; 1971; 1972,New,,0.45,45,45
Malaysia,Italy,1995,,12,?,Otomat-2,anti-ship missile,12,?,1998; 1999; 2000,New,For Laksmana (Assad) corvettes,1.1,13.2,13.2
Malaysia,Italy,1997,?,12,?,Otomat-2,anti-ship missile,12,?,2000,New,For Laksmana (Assad) Class corvettes,1.1,13.2,13.2
Malaysia,Italy,2001,?,24,?,Otomat-2,anti-ship missile,24,?,2002; 2004,New,For Laksmana (Assad) corvettes,1.1,26.4,26.4
Malaysia,Italy,2001,,1,,RAT-31DL,air search radar,1,,2003,New,$54 m deal,12.5,12.5,12.5
Malaysia,Italy,1996,,2,?,RAT-31S,air search radar,2,?,1998,New,RAT-31S/L version,12,24,24
Malaysia,Italy,2000,?,6,,Super Rapid 76mm,naval gun,6,?,2006; 2009; 2010,New,For 6 MEKO-A100 (Kedah) OPV from FRG,2.75,16.5,16.5
Malaysia,Italy,2000,?,6,,TMX,fire control radar,6,,2006; 2009; 2010,New,For 6 MEKO-A100 (Kedah) OPV from FRG,4.5,27,27
Malaysia,Italy,2013,?,12,,TMX,fire control radar,0,,,New,TMX-EO Mk-2 version; for 6 Gowind-2500 frigates from France,4.5,54,0
Malaysia,South Korea,2009,?,20,?,Barracuda,APC,20,?,2009,New,For police,0.25,5,5
Malaysia,South Korea,2023,,18,,FA-50,FGA aircraft,0,,,New,KRW1.2 tr ($920 m) 'LCA/LIFT' or 'FLIT' programme; option on 18 more; delivery planned from 2026,16.45,296.1,0
Malaysia,South Korea,2011,,2,,Gagah Samudera,OPV/training ship,2,,2017; 2018,New,MYR294 m ($95 m) deal; produced in Malaysia,40,80,80
